University,City,State,Denomination,Rank,Market,Academic,aCFI,CSI_Score,CSI_Quantile,Endowment,Latitude,Longitude
Fresno Pacific University,Fresno,CA,Anabaptist,776,0.3236820656054976,0.24827920232584,0.450338475532661,0.3592969284887448,1,21720486.097,36.72601005,-119.7341901041148
Warner Pacific University,Portland,OR,Church of God,778,0.2265501682469387,0.4872721881836596,0.4262726530679575,0.3585974384576609,1,4447077.398,45.5062805,-122.5933849442156
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,Protestant,779,0.2375396654493607,0.5451207108867872,0.3862546606821914,0.3585408575244811,1,5820.559,37.313171,-89.552422
Lane College,Jackson,TN,Methodist,780,0.2683904754826149,0.2921431117286626,0.4815758553028426,0.358455416472255,1,4509654.066,35.6282633,-88.80669166676904
Donnelly College,Kansas City,KS,Roman Catholic,781,0.2443461352378293,0.3675670487470303,0.4677276929324763,0.3583752952377163,1,9991206.131,39.1126406,-94.6509576554054
Maria College of Albany,Albany,NY,Roman Catholic,782,0.2425906943604224,0.428275843626636,0.4335330729539996,0.3561242956118881,1,2304191.93,42.65769465,-73.80656156364773
Northland College,Ashland,WI,United Church of Christ,783,0.2584698914554984,0.4172411990509186,0.4222789682124375,0.3557646683619499,1,31682316.06,46.5792721,-90.87487038598913
Messenger College,Bedford,TX,Protestant,785,0.2348644934693465,0.2495337587515925,0.5278347351817836,0.3550435703325848,1,921567.679,32.844252,-97.143237
Calvary University,Kansas City,MO,Protestant,786,0.2356091243417515,0.314545269393053,0.4943321578174248,0.3549294177344711,1,-496792.523,38.837399,-94.54678318732306
Southwestern College,Winfield,KS,Methodist,788,0.3077126396908029,0.2802454647621593,0.4366025495027386,0.3538036933293037,1,4599760.521,37.24924525,-96.97401911330236
Gwynedd Mercy University,Gwynedd Valley,PA,Roman Catholic,789,0.2725542115021709,0.2799614064628227,0.4708100512216083,0.353376896830524,1,71768015.318,40.19868565,-75.23549052421265
Crowley's Ridge College,Paragould,AR,Churches of Christ,792,0.2471582706695951,0.3803229570340261,0.4403964330639383,0.351111804064061,1,1264728.822,36.052662,-90.505211
Bethany College,Lindsborg,KS,Lutheran,793,0.2838170979748931,0.3198520680184929,0.4333166885692303,0.3508502246424625,1,21213637.344,38.5810524,-97.67209728576788
Concordia University Texas,Austin,TX,Lutheran,795,0.3824456150803129,0.04877237996673142,0.4688641477981703,0.3503290321747944,1,32770478.631,30.4187934,-97.83847636586177
Seattle Pacific University,Seattle,WA,Methodist,796,0.174946609105544,0.4381405006370982,0.4781994283038733,0.3489208462658731,1,214946831.333,47.64886755,-122.3619664218745
Villa Maria College,Buffalo,NY,Roman Catholic,799,0.2746445699496718,0.3229862464478882,0.4304882473560308,0.3466767107796901,1,2102241.669,42.813282,-78.727492
Miles College,Fairfield,AL,Methodist,801,0.2244816670005001,0.3110034283889157,0.4845817787459561,0.3458694318225759,1,2181155.276,33.48109865,-86.90911015439585
University of Holy Cross,New Orleans,LA,Roman Catholic,803,0.2341738526376303,0.2651529968344964,0.4850558810845558,0.3407695713470434,1,11068692.372,29.91198085,-89.99629395173727
The University of Olivet,Olivet,MI,United Church of Christ,804,0.3783051073824202,0.4251083866986078,0.2553087017312043,0.3384379213761095,1,0.0,42.441463,-84.92437
Brescia University,Owensboro,KY,Roman Catholic,805,0.2678463937205441,0.2511020582276678,0.452521322404184,0.3384061075147108,1,18718025.512,37.7683615,-87.11177799671128
Veritas Baptist College,Lawrenceburg,IN,Baptist,806,0.2441696953911233,0.3554618281727665,0.4234192504116589,0.3381526646533921,1,0.0,39.097061,-84.858938
Paine College,Augusta,GA,Methodist,807,0.2809147258158874,0.2278968947309979,0.4448054152150666,0.3359055152795695,1,5150467.0,33.46943155,-81.99560322689779
Pacific Rim Christian University,Honolulu,HI,Protestant,808,0.2449545085243323,0.3136478600479742,0.4355293808463431,0.334954373397177,1,24742.237,21.296548,-157.821218
Summit Christian College,Gering,NE,Churches of Christ,810,0.2303030363457038,0.3235756400401514,0.4449914885864307,0.3348665484109628,1,127008.787,41.8293566,-103.6757197
Randall University,Moore,OK,Baptist,811,0.2660011124893423,0.2257683254702391,0.4498783940189394,0.3315462664323683,1,555291.987,35.338274,-97.488365
Ohio Christian University,Circleville,OH,Protestant,812,0.2413658420011134,0.1129192153182429,0.5279549707882798,0.3303823306678316,1,5983282.801,39.6118927,-82.90625672679114
Le Moyne-Owen College,Memphis,TN,Interdenominational,813,0.2641872060882356,0.2308051846847349,0.4445405672177192,0.3296915551336952,1,11839982.715,35.113294,-90.0304
Hannibal-LaGrange University,Hannibal,MO,Baptist,814,0.2241614963112709,0.2024051952608048,0.496296797654893,0.3287209593290003,1,5152412.609,39.73271775000001,-91.39100114558696
University of the West,Rosemead,CA,Other,815,0.2331728691652106,0.0709697393514885,0.5525156774997284,0.3285494554109216,1,17610134.928,34.04497585,-118.0830001950614
Trinity College of Florida,Trinity,FL,Interdenominational,816,0.2510910959873618,0.2452950032976256,0.4429407481387276,0.3267106878496601,1,939976.55,28.19391805,-82.67835960740362
Birmingham-Southern College,Birmingham,AL,Methodist,818,0.2503680182625693,0.3751364380842926,0.377350481251719,0.3261276070731895,1,-28907620.377,33.51618545,-86.85584696849322
Eastern Nazarene College,Quincy,MA,Protestant,819,0.2350794571165959,0.2647636608787959,0.4463990799911846,0.3255834425230701,1,17369079.973,42.2719128,-71.01063647394558
Kuyper College,Grand Rapids,MI,Protestant,821,0.2401666421542608,0.2255653536196411,0.4496556536856268,0.321085346991043,1,5817271.388,43.0226231,-85.59218988093869
Lyon College,Batesville,AR,Presbyterian,822,0.2977140284339826,0.197281405867398,0.3979461152273803,0.3177504283176401,1,97264391.102,35.7764261,-91.62423939520048
Beulah Heights University,Atlanta,GA,Interdenominational,823,0.2430131217931966,0.304468246513576,0.3987060064798933,0.3176062936764164,1,0.0,33.749291,-84.414452
Central Christian College of the Bible,Moberly,MO,Protestant,824,0.2263799445160015,0.2160588906524913,0.4578471244712101,0.3169499312667602,1,2698758.96,39.3960492,-92.42717583557408
Yeshiva Derech Chaim,Brooklyn,NY,Jewish,825,0.2423538639743058,0.1467459301949052,0.4709461706369956,0.3147244791382121,1,0.0,40.692532,-73.990997
Columbia College,Columbia,MO,Protestant,826,0.4076855093526378,0.1826400915305977,0.2860029631806552,0.3140015753519845,1,173120854.436,38.95833745,-92.3259443469596
American Baptist College,Nashville,TN,Baptist,829,0.2306927290466647,0.1811009868117681,0.4446128428192925,0.3063901693057145,1,569590.488,36.2022777,-86.7902765
Texas College,Tyler,TX,Methodist,830,0.351420042918505,0.02864526785038887,0.3990315838555459,0.3059515040653924,1,3184466.921,32.3746078,-95.31245324946968
New Hope Christian College-Eugene,Eugene,OR,Protestant,832,0.2319363201302307,0.1308644980373089,0.4597035072914598,0.3028844911957795,1,-74308.663,44.0336731,-123.153867785392
Sterling College,Craftsbury Common,VT,Protestant,833,0.2302317277691447,0.1643410550033352,0.4446821927962992,0.3028832583871267,1,1123380.243,44.65177415,-72.38233221619343
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,Roman Catholic,834,0.2400299539918646,0.4881973251422543,0.261910024109584,0.2983950155459388,1,7462369.836,39.203769,-84.672154
Visible Music College,Memphis,TN,Interdenominational,835,0.2497236741712954,0.1653117383793715,0.4106167590849222,0.2972391407889233,1,0.0,35.144546,-90.04930292827464
Williamson Christian College,Franklin,TN,Interdenominational,836,0.2339093662724153,0.1285923651415717,0.4438486924156307,0.2968742160688745,1,0.0,35.747867,-86.836774
Bennett College,Greensboro,NC,Methodist,837,0.2145482174974863,0.079950678854201,0.4867553584145553,0.2965794673177046,1,17332614.492,36.0675102,-79.77963822343997
St. Augustine College,Chicago,IL,Other,838,0.2477785250864505,0.04316904380830636,0.4654013894131933,0.293969760082512,1,0.0,41.97235065,-87.66336450066497
Arkansas Baptist College,Little Rock,AR,Baptist,839,0.2329599703422775,0.07662098403120457,0.4596753987053607,0.2924393214095999,1,0.0,34.7349723,-92.2898356068249
Northpoint Bible College,Haverhill,MA,Pentecostal,840,0.2228973261091766,0.2281481599412161,0.3646543746551474,0.2806781386202988,1,848600.945,42.7634537,-71.0790020909418
Clinton College,Rock Hill,SC,Methodist,842,0.2413761850899022,0.113238481169229,0.3184100485544363,0.2465904102346662,1,0.0,34.9134907,-81.0431600314637
